年,月,日,気温,品質,均質
2016,3,16,8.7,8,2
2016,3,17,13.1,8,2
2016,3,18,14.8,8,2
2016,3,19,14.9,8,2
2016,3,20,13.4,8,2
2016,3,21,9.5,8,2
2016,3,22,11.0,8,2
2016,3,23,11.5,8,2
2016,3,24,6.3,8,2
2016,3,25,8.1,8,2
2016,3,26,8.0,8,2
2016,3,27,10.4,8,2
2016,3,28,11.3,8,2
2016,3,29,13.0,8,2
2016,3,30,14.9,8,2
2016,3,31,14.9,8,2
2016,4,1,12.8,8,2
2016,4,2,10.5,8,2
2016,4,3,13.1,8,2
2016,4,4,15.6,8,2
2016,4,5,10.8,8,2
2016,4,6,14.6,8,2
2016,4,7,13.8,8,2
2016,4,8,16.1,8,2
2016,4,9,17.1,8,2
2016,4,10,17.2,8,2
2016,4,11,11.6,8,2
2016,4,12,10.5,8,2
2016,4,13,14.4,8,2
2016,4,14,15.0,8,2
2016,4,15,16.3,8,2
2016,4,16,15.8,8,2
2016,4,17,19.2,8,2
2016,4,18,18.9,8,2
2016,4,19,16.2,8,2
2016,4,20,14.9,8,2
2016,4,21,16.5,8,2
2016,4,22,17.3,8,2
2016,4,23,17.9,8,2
2016,4,24,15.7,8,2
2016,4,25,18.1,8,2
2016,4,26,19.2,8,2
2016,4,27,18.1,8,2
2016,4,28,14.4,8,2
2016,4,29,15.8,8,2
2016,4,30,16.0,8,2
2016,5,1,18.2,8,2
2016,5,2,17.4,8,2
2016,5,3,20.4,8,2
2016,5,4,22.1,8,2
2016,5,5,22.1,8,2
2016,5,6,18.1,8,2
2016,5,7,21.2,8,2
2016,5,8,21.3,8,2
2016,5,9,18.5,8,2
2016,5,10,18.4,8,2
2016,5,11,21.4,8,2
2016,5,12,21.7,8,2
2016,5,13,21.2,8,2
2016,5,14,19.8,8,2
2016,5,15,17.6,8,2
2016,5,16,19.0,8,2
2016,5,17,18.3,8,2
2016,5,18,20.0,8,2
2016,5,19,19.3,8,2
2016,5,20,17.2,8,2
2016,5,21,19.1,8,2
2016,5,22,22.4,8,2
2016,5,23,23.5,8,2
2016,5,24,23.4,8,2
2016,5,25,22.2,8,2
2016,5,26,23.0,8,2
2016,5,27,19.4,8,2
2016,5,28,19.3,8,2
2016,5,29,21.7,8,2
2016,5,30,17.4,8,2
2016,5,31,20.4,8,2
2016,6,1,21.5,8,2
2016,6,2,20.7,8,2
2016,6,3,19.4,8,2
2016,6,4,21.7,8,2
2016,6,5,19.3,8,2
2016,6,6,20.0,8,2
2016,6,7,19.6,8,2
2016,6,8,21.9,8,2
2016,6,9,21.2,8,2
2016,6,10,23.5,8,2
2016,6,11,23.5,8,2
2016,6,12,23.9,8,2
2016,6,13,19.8,8,2
2016,6,14,22.2,8,2
2016,6,15,20.8,8,2
2016,6,16,22.1,8,2
2016,6,17,24.2,8,2
2016,6,18,26.7,8,2
2016,6,19,24.3,8,2
2016,6,20,24.3,8,2
2016,6,21,22.7,8,2
2016,6,22,22.7,8,2
2016,6,23,23.0,8,2
2016,6,24,22.7,8,2
2016,6,25,25.4,8,2
2016,6,26,25.5,8,2
2016,6,27,24.4,8,2
2016,6,28,19.1,8,2
2016,6,29,21.5,8,2
2016,6,30,23.0,8,2
2016,7,1,25.6,8,2
2016,7,2,27.0,8,2
2016,7,3,29.2,8,2
2016,7,4,27.8,8,2
2016,7,5,21.7,8,2
2016,7,6,23.1,8,2
2016,7,7,27.4,8,2
2016,7,8,25.3,8,2
2016,7,9,22.4,8,2
2016,7,10,25.6,8,2
2016,7,11,28.0,8,2
2016,7,12,27.1,8,2
2016,7,13,25.1,8,2
2016,7,14,25.9,8,2
2016,7,15,22.2,8,2
2016,7,16,24.1,8,2
2016,7,17,25.9,8,2
2016,7,18,28.7,8,2
2016,7,19,27.3,8,2
2016,7,20,26.3,8,2
2016,7,21,21.8,8,2
2016,7,22,21.4,8,2
2016,7,23,22.4,8,2
2016,7,24,23.9,8,2
2016,7,25,24.7,8,2
2016,7,26,23.8,8,2
2016,7,27,24.5,8,2
2016,7,28,26.5,8,2
2016,7,29,27.2,8,2
2016,7,30,27.2,8,2
2016,7,31,27.5,8,2
2016,8,1,27.4,8,2
2016,8,2,25.9,8,2
2016,8,3,26.8,8,2
2016,8,4,28.1,8,2
2016,8,5,28.7,8,2
2016,8,6,29.1,8,2
2016,8,7,28.6,8,2
2016,8,8,28.5,8,2
2016,8,9,31.9,8,2
2016,8,10,29.1,8,2
2016,8,11,27.3,8,2
2016,8,12,26.7,8,2
2016,8,13,26.5,8,2
2016,8,14,26.0,8,2
2016,8,15,26.6,8,2
2016,8,16,26.9,8,2
2016,8,17,28.7,8,2
2016,8,18,26.9,8,2
2016,8,19,27.6,8,2
2016,8,20,25.7,8,2
2016,8,21,27.9,8,2
2016,8,22,25.7,8,2
2016,8,23,26.8,8,2
2016,8,24,26.5,8,2
2016,8,25,28.0,8,2
2016,8,26,28.3,8,2
2016,8,27,24.3,8,2
2016,8,28,22.6,8,2
2016,8,29,25.6,8,2
2016,8,30,25.1,8,2
2016,8,31,26.8,8,2
2016,9,1,27.0,8,2
2016,9,2,26.7,8,2
2016,9,3,27.2,8,2
2016,9,4,26.7,8,2
2016,9,5,28.4,8,2
2016,9,6,28.8,8,2
2016,9,7,27.1,8,2
2016,9,8,26.4,8,2
2016,9,9,27.0,8,2
2016,9,10,26.6,8,2
2016,9,11,23.2,8,2
2016,9,12,24.7,8,2
2016,9,13,22.6,8,2
2016,9,14,23.1,8,2
2016,9,15,24.1,8,2
2016,9,16,22.9,8,2
2016,9,17,25.3,8,2
2016,9,18,24.6,8,2
2016,9,19,21.3,8,2
2016,9,20,19.1,8,2
2016,9,21,20.1,8,2
2016,9,22,19.4,8,2
2016,9,23,20.8,8,2
2016,9,24,21.8,8,2
2016,9,25,23.6,8,2
2016,9,26,25.4,8,2
2016,9,27,25.6,8,2
2016,9,28,26.5,8,2
2016,9,29,24.6,8,2
2016,9,30,21.4,8,2
2016,10,1,19.7,8,2
2016,10,2,23.1,8,2
2016,10,3,22.7,8,2
2016,10,4,24.9,8,2
2016,10,5,24.0,8,2
2016,10,6,26.0,8,2
2016,10,7,21.4,8,2
2016,10,8,21.2,8,2
2016,10,9,22.3,8,2
2016,10,10,18.4,8,2
2016,10,11,17.6,8,2
2016,10,12,17.9,8,2
2016,10,13,16.5,8,2
2016,10,14,15.6,8,2
2016,10,15,16.7,8,2
2016,10,16,17.4,8,2
2016,10,17,17.5,8,2
2016,10,18,20.9,8,2
2016,10,19,20.8,8,2
2016,10,20,21.9,8,2
2016,10,21,18.2,8,2
2016,10,22,16.7,8,2
2016,10,23,18.1,8,2
2016,10,24,14.9,8,2
2016,10,25,14.0,8,2
2016,10,26,19.1,8,2
2016,10,27,19.0,8,2
2016,10,28,12.2,8,2
2016,10,29,15.5,8,2
2016,10,30,11.9,8,2
2016,10,31,14.3,8,2
2016,11,1,13.4,8,2
2016,11,2,10.9,8,2
2016,11,3,12.9,8,2
2016,11,4,14.0,8,2
2016,11,5,14.6,8,2
2016,11,6,14.8,8,2
2016,11,7,11.0,8,2
2016,11,8,9.9,8,2
2016,11,9,10.4,8,2
2016,11,10,9.6,8,2
2016,11,11,9.0,8,2
2016,11,12,13.6,8,2
2016,11,13,13.6,8,2
2016,11,14,13.7,8,2
2016,11,15,15.3,8,2
2016,11,16,12.5,8,2
2016,11,17,12.6,8,2
2016,11,18,11.3,8,2
2016,11,19,9.8,8,2
2016,11,20,13.6,8,2
2016,11,21,12.6,8,2
2016,11,22,14.0,8,2
2016,11,23,11.4,8,2
2016,11,24,2.8,8,2
2016,11,25,5.6,8,2
2016,11,26,8.3,8,2
2016,11,27,10.6,8,2
2016,11,28,11.1,8,2
2016,11,29,10.5,8,2
2016,11,30,8.8,8,2
2016,12,1,10.0,8,2
2016,12,2,11.5,8,2
2016,12,3,10.8,8,2
2016,12,4,11.6,8,2
2016,12,5,12.7,8,2
2016,12,6,10.8,8,2
2016,12,7,7.5,8,2
2016,12,8,8.6,8,2
2016,12,9,11.1,8,2
2016,12,10,8.5,8,2
2016,12,11,6.8,8,2
2016,12,12,7.0,8,2
2016,12,13,9.4,8,2
2016,12,14,8.1,8,2
2016,12,15,6.2,8,2
2016,12,16,4.8,8,2
2016,12,17,6.7,8,2
2016,12,18,8.2,8,2
2016,12,19,10.0,8,2
2016,12,20,9.6,8,2
2016,12,21,10.5,8,2
2016,12,22,14.6,8,2
2016,12,23,14.0,8,2
2016,12,24,8.6,8,2
2016,12,25,6.6,8,2
2016,12,26,6.9,8,2
2016,12,27,11.1,8,2
2016,12,28,6.0,8,2
2016,12,29,4.3,8,2
2016,12,30,6.0,8,2
2016,12,31,6.3,8,2
